partido_o_alianza,candidato_a_la_presidencia,valor,mes,año,encuestadora,medio,codigo_encuesta
,Costas,,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
,Doria Medina,,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
21F,Ortiz,6.6,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
UCS,Cárdenas,4.1,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
MTS,Patzi,0.8,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
MNR,Lema,2.2,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
,Quiroga,,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
PDC,Paz Zamora,3.1,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
PAN-BOL,Nina,0.3,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
FPV,Rodríguez,,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
,Albarracín,,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
,Otros,,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
,NS/NR,16.7,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
,Blanco,,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
,Ninguno,,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
,Nulo,,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
,Indecisos,,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
MAS-IPSP,Morales,31,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
CC,Mesa,30,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
,Revilla,,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
,Costas,,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
,Doria Medina,,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
21F,Ortiz,7,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
UCS,Cárdenas,2,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
MTS,Patzi,2,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
MNR,Lema,,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
,Quiroga,,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
PDC,Paz Zamora,3,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
PAN-BOL,Nina,,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
FPV,Rodríguez,,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
,Albarracín,,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
,Otros,,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
,NS/NR,,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
,Blanco,,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
,Ninguno,,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
,Nulo,,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
,Indecisos,25,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
MAS-IPSP,Morales,37.5,marzo,2019,celag,NA,celag_marzo_2019
CC,Mesa,28.6,marzo,2019,celag,NA,celag_marzo_2019
,Revilla,,marzo,2019,celag,NA,celag_marzo_2019
,Costas,,marzo,2019,celag,NA,celag_marzo_2019
,Doria Medina,,marzo,2019,celag,NA,celag_marzo_2019
21F,Ortiz,7.6,marzo,2019,celag,NA,celag_marzo_2019
UCS,Cárdenas,4.1,marzo,2019,celag,NA,celag_marzo_2019
MTS,Patzi,2.7,marzo,2019,celag,NA,celag_marzo_2019
MNR,Lema,,marzo,2019,celag,NA,celag_marzo_2019
,Quiroga,,marzo,2019,celag,NA,celag_marzo_2019
PDC,Paz Zamora,,marzo,2019,celag,NA,celag_marzo_2019
PAN-BOL,Nina,,marzo,2019,celag,NA,celag_marzo_2019
FPV,Rodríguez,,marzo,2019,celag,NA,celag_marzo_2019
,Albarracín,,marzo,2019,celag,NA,celag_marzo_2019
,Otros,1.3,marzo,2019,celag,NA,celag_marzo_2019
,NS/NR,5.3,marzo,2019,celag,NA,celag_marzo_2019
,Blanco,9.3,marzo,2019,celag,NA,celag_marzo_2019
,Ninguno,,marzo,2019,celag,NA,celag_marzo_2019
,Nulo,3.6,marzo,2019,celag,NA,celag_marzo_2019
,Indecisos,,marzo,2019,celag,NA,celag_marzo_2019
MAS-IPSP,Morales,31,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
CC,Mesa,32,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
,Revilla,,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
,Costas,,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
,Doria Medina,,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
21F,Ortiz,8,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
UCS,Cárdenas,2,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
MTS,Patzi,3,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
MNR,Lema,,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
,Quiroga,,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
PDC,Paz Zamora,2,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
PAN-BOL,Nina,1,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
FPV,Rodríguez,,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
,Albarracín,,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
,Otros,,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
,NS/NR,11,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
,Blanco,,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
,Ninguno,10,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
,Nulo,,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
,Indecisos,,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
MAS-IPSP,Morales,30.2,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
CC,Mesa,26.1,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
,Revilla,,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
,Costas,,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
,Doria Medina,,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
21F,Ortiz,8.2,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
UCS,Cárdenas,2.8,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
MTS,Patzi,1.3,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
MNR,Lema,0.5,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
,Quiroga,,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
PDC,Paz Zamora,2.6,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
PAN-BOL,Nina,1.6,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
FPV,Rodríguez,0.3,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
,Albarracín,,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
,Otros,,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
,NS/NR,26.6,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
,Blanco,,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
,Ninguno,,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
,Nulo,,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
,Indecisos,,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
MAS-IPSP,Morales,33,abril,2019,ipsos,rtp,ipsos_abril_2019
CC,Mesa,25,abril,2019,ipsos,rtp,ipsos_abril_2019
,Revilla,,abril,2019,ipsos,rtp,ipsos_abril_2019
,Costas,,abril,2019,ipsos,rtp,ipsos_abril_2019
,Doria Medina,,abril,2019,ipsos,rtp,ipsos_abril_2019
21F,Ortiz,7,abril,2019,ipsos,rtp,ipsos_abril_2019
UCS,Cárdenas,2,abril,2019,ipsos,rtp,ipsos_abril_2019
MTS,Patzi,,abril,2019,ipsos,rtp,ipsos_abril_2019
MNR,Lema,,abril,2019,ipsos,rtp,ipsos_abril_2019
,Quiroga,,abril,2019,ipsos,rtp,ipsos_abril_2019
PDC,Paz Zamora,3,abril,2019,ipsos,rtp,ipsos_abril_2019
PAN-BOL,Nina,,abril,2019,ipsos,rtp,ipsos_abril_2019
FPV,Rodríguez,,abril,2019,ipsos,rtp,ipsos_abril_2019
,Albarracín,,abril,2019,ipsos,rtp,ipsos_abril_2019
,Otros,8,abril,2019,ipsos,rtp,ipsos_abril_2019
,NS/NR,7,abril,2019,ipsos,rtp,ipsos_abril_2019
,Blanco,,abril,2019,ipsos,rtp,ipsos_abril_2019
,Ninguno,15,abril,2019,ipsos,rtp,ipsos_abril_2019
,Nulo,,abril,2019,ipsos,rtp,ipsos_abril_2019
,Indecisos,,abril,2019,ipsos,rtp,ipsos_abril_2019
MAS-IPSP,Morales,34,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
CC,Mesa,28,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
,Revilla,,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
,Costas,,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
,Doria Medina,,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
21F,Ortiz,8,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
UCS,Cárdenas,1,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
MTS,Patzi,3,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
MNR,Lema,1,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
,Quiroga,,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
PDC,Paz Zamora,1,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
PAN-BOL,Nina,,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
FPV,Rodríguez,,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
,Albarracín,,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
,Otros,,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
,NS/NR,,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
,Blanco,,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
,Ninguno,,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
,Nulo,,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
,Indecisos,24,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
MAS-IPSP,Morales,38.1,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
CC,Mesa,27.1,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
,Revilla,,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
,Costas,,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
,Doria Medina,,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
21F,Ortiz,8.7,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
UCS,Cárdenas,3.6,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
MTS,Patzi,1.3,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
MNR,Lema,1.9,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
,Quiroga,,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
PDC,Paz Zamora,2.8,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
PAN-BOL,Nina,0.5,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
FPV,Rodríguez,,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
,Albarracín,,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
,Otros,,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
,NS/NR,16.2,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
,Blanco,,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
,Ninguno,,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
,Nulo,,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
,Indecisos,,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
